wallet_address,realized_profit,unrealized_profit,combined_profit,realized_roi,unrealized_roi,combined_roi,winrate,tokens_traded,average_traded_time
49mPtDTXMG1EhnDyWwwmXKFhQxMsKBP6QKWmKDayyyAw,"[{'1D': 591784.1160518463}, {'7D': 2343820.163806339}, {'30D': 30036576.649708774}]","[{'1D': 98.13488406379547}, {'7D': 98.13488406379547}, {'30D': -29366.688553828724}]","[{'1D': 591882.2509359102}, {'7D': 2343918.298690403}, {'30D': 30007209.961154945}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 496371.9143435574}, {'7D': 496330.29487524985}, {'30D': 365340.69236583955}]","[{'1D': 68.92082372840977}, {'7D': 72.74963409899908}, {'30D': 437.4099383408633}]","[{'1D': 100}, {'7D': 88.88888888888889}, {'30D': 95.65217391304348}]","[{'1D': 2}, {'7D': 9}, {'30D': 115}]","[{'1D': 1.1033913548012764}, {'7D': 1.1033913548012764}, {'30D': 1.1033913548012764}]"
BpbH22iGafkuHwgxGdgQ61zToDZ1nTpuMqoPLZDwg5qM,"[{'1D': 0}, {'7D': 38.93539249065222}, {'30D': 38.93539249065222}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 38.93539249065222}, {'30D': 38.93539249065222}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 77.08139245195703}, {'30D': 77.08139245195703}]","[{'1D': 0}, {'7D': 100}, {'30D': 100}]","[{'1D': 0}, {'7D': 1}, {'30D': 1}]","[{'1D': 0.0029797979797979795}, {'7D': 0.0029797979797979795}, {'30D': 0.0029797979797979795}]"
Hi8kdZH1JcL2U8KR6GHTuokcLXp9pThRb6i7XnMUBZ8V,"[{'1D': 376.0512783673147}, {'7D': 2204.267900670699}, {'30D': 4928.9598331787965}]","[{'1D': -91.6104}, {'7D': -91.6104}, {'30D': -91.6104}]","[{'1D': 284.44087836731467}, {'7D': 2112.657500670699}, {'30D': 4837.349433178796}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 100}, {'7D': 100}, {'30D': 100}]","[{'1D': 55.35655262398983}, {'7D': 85.11725389201149}, {'30D': 72.42918070105068}]","[{'1D': 50}, {'7D': 76.92307692307693}, {'30D': 66.66666666666666}]","[{'1D': 2}, {'7D': 13}, {'30D': 24}]","[{'1D': 16.920491452991453}, {'7D': 16.920491452991453}, {'30D': 16.920491452991453}]"
4tBypz9CmC9tQDzkpJMk9gxFqVMziToA3V1BwoJsHwHp,"[{'1D': 0}, {'7D': -24.733619837659642}, {'30D': 5647.205276535595}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': -24.733619837659642}, {'30D': 5647.205276535595}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': -100}, {'30D': 196.26136378399107}]","[{'1D': 0}, {'7D': 33.33333333333333}, {'30D': 80.95238095238095}]","[{'1D': 0}, {'7D': 6}, {'30D': 21}]","[{'1D': 0.05486531986531986}, {'7D': 0.05486531986531986}, {'30D': 0.05486531986531986}]"
2byf7P52NJuJdjf9bYDkEeicc9jUpbeoY8Y3ZZPYY7aH,"[{'1D': 0}, {'7D': 10130.798761431552}, {'30D': 14355.908706693497}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 10130.798761431552}, {'30D': 14355.908706693497}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 267.7615375997317}, {'30D': 85.91307498009526}]","[{'1D': 0}, {'7D': 65}, {'30D': 69.81132075471697}]","[{'1D': 0}, {'7D': 20}, {'30D': 53}]","[{'1D': 0.2858991228070175}, {'7D': 0.2858991228070175}, {'30D': 0.2858991228070175}]"
9oG1nXv1r2FeUU9c2fE77br4LoQD3BUKvDF6hods8WSM,"[{'1D': 0}, {'7D': 0}, {'30D': -7.703304062499997}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': -7.703304062499997}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': -100}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': 1}]","[{'1D': 0.0034722222222222225}, {'7D': 0.0034722222222222225}, {'30D': 0.0034722222222222225}]"
9RV41TceTHfeWn62NfEFXANQC5WAGdmpeUcGdKRRqHoD,"[{'1D': 0}, {'7D': 8314.666235171213}, {'30D': 14925.050220410198}]","[{'1D': 0}, {'7D': 0}, {'30D': -6.045180988}]","[{'1D': 0}, {'7D': 8314.666235171213}, {'30D': 14919.005039422198}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 100}]","[{'1D': 0}, {'7D': 125.52981117353133}, {'30D': 56.585175273506636}]","[{'1D': 0}, {'7D': 68}, {'30D': 67.1875}]","[{'1D': 0}, {'7D': 25}, {'30D': 64}]","[{'1D': 0.3569500561167228}, {'7D': 0.3569500561167228}, {'30D': 0.3569500561167228}]"
GR82PEZoJx1pCxzJZyJjyJkcNoVXAQmeduymKsAJcJfV,"[{'1D': 0}, {'7D': 30697.57210293807}, {'30D': 33822.73353124488}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 30697.57210293807}, {'30D': 33822.73353124488}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 152.34868451072498}, {'30D': 148.93984065644824}]","[{'1D': 0}, {'7D': 100}, {'30D': 100}]","[{'1D': 0}, {'7D': 42}, {'30D': 47}]","[{'1D': 0.060904255319148934}, {'7D': 0.060904255319148934}, {'30D': 0.060904255319148934}]"
7jNYqWXAGuzW1n5BBLgJ2shV4rnzoiBmtxyHsf4WtLhv,"[{'1D': 0}, {'7D': 6.436211037388674}, {'30D': 2785.806072259934}]","[{'1D': 0}, {'7D': 0}, {'30D': 28.35249788396471}]","[{'1D': 0}, {'7D': 6.436211037388674}, {'30D': 2814.1585701438985}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 41.380207925413806}]","[{'1D': 0}, {'7D': 98.60212364368623}, {'30D': 77.5997069746476}]","[{'1D': 0}, {'7D': 66.66666666666666}, {'30D': 73.68421052631578}]","[{'1D': 0}, {'7D': 6}, {'30D': 19}]","[{'1D': 0.0797123015873016}, {'7D': 0.0797123015873016}, {'30D': 0.0797123015873016}]"
CPS88d75AnNoN7e6bMaAeFFjAnSFcfhhTaeHFL2nigbe,"[{'1D': 18.52270120617732}, {'7D': 4414.288147666722}, {'30D': 40523.71754974102}]","[{'1D': 0}, {'7D': 12741.027193648748}, {'30D': 12741.027229882871}]","[{'1D': 18.52270120617732}, {'7D': 17155.315341315465}, {'30D': 53264.744779623885}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 371.62922022858066}, {'30D': 371.62921621119807}]","[{'1D': 79.50551334891442}, {'7D': 51.09535955155765}, {'30D': 315.89793162653035}]","[{'1D': 100}, {'7D': 83.33333333333334}, {'30D': 85.71428571428571}]","[{'1D': 1}, {'7D': 18}, {'30D': 21}]","[{'1D': 53.61922514619883}, {'7D': 53.61922514619883}, {'30D': 53.61922514619883}]"
87H52ed3uTNUSRG559YqFMoihy6mL6DySyxKMDTrprpM,"[{'1D': 0}, {'7D': 29.22163242535492}, {'30D': 4550.687335261473}]","[{'1D': 0}, {'7D': 0}, {'30D': -165.33120725481646}]","[{'1D': 0}, {'7D': 29.22163242535492}, {'30D': 4385.356128006656}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 93.73580182266497}]","[{'1D': 0}, {'7D': 90.87890165710253}, {'30D': 146.4538662844869}]","[{'1D': 0}, {'7D': 50}, {'30D': 75}]","[{'1D': 0}, {'7D': 4}, {'30D': 20}]","[{'1D': 0.059377104377104375}, {'7D': 0.059377104377104375}, {'30D': 0.059377104377104375}]"
8tFPLVNj7tAtd8DBk4nLYTvXF5iPh9kvnVVV7pQPuG9v,"[{'1D': 1465.3176489848172}, {'7D': 1975.5878022624784}, {'30D': 6653.695387861376}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 1465.3176489848172}, {'7D': 1975.5878022624784}, {'30D': 6653.695387861376}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 15.735472327890227}, {'7D': 52.95759313714963}, {'30D': 8.727795460194825}]","[{'1D': 100}, {'7D': 77.77777777777779}, {'30D': 70}]","[{'1D': 3}, {'7D': 9}, {'30D': 20}]","[{'1D': 7.0952947413061915}, {'7D': 7.0952947413061915}, {'30D': 7.0952947413061915}]"
Bw1Yxqvd1g969SgpdjAA1S6Ndc98mVzzSc3LuzQv3E5A,"[{'1D': 0}, {'7D': 0}, {'30D': -5.119881562971152}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': -5.119881562971152}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': -100}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': 1}]","[{'1D': 0.008166666666666666}, {'7D': 0.008166666666666666}, {'30D': 0.008166666666666666}]"
HCP6GXESKWbJR8CtNLc39LzFSLyh67RnqfvdwMuL6y4w,"[{'1D': 0}, {'7D': 26.136529944626176}, {'30D': 1941.6992798243118}]","[{'1D': 0}, {'7D': 0}, {'30D': -311.15518586605}]","[{'1D': 0}, {'7D': 26.136529944626176}, {'30D': 1630.544093958262}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 89.21049448237828}]","[{'1D': 0}, {'7D': 99.25673277153642}, {'30D': 95.78964749202248}]","[{'1D': 0}, {'7D': 44.44444444444444}, {'30D': 65.21739130434783}]","[{'1D': 0}, {'7D': 9}, {'30D': 23}]","[{'1D': 1.3434841269841271}, {'7D': 1.3434841269841271}, {'30D': 1.3434841269841271}]"
B9r6LwaixWL7VB9eSuJb48VWTHjYyhxcHy6a86LAWzzz,"[{'1D': 0}, {'7D': 641.474324836108}, {'30D': 14575.662621572159}]","[{'1D': 0}, {'7D': 0}, {'30D': 32.98146711251516}]","[{'1D': 0}, {'7D': 641.474324836108}, {'30D': 14608.644088684674}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 93.83298759640186}]","[{'1D': 0}, {'7D': 79.16182532018114}, {'30D': 67.91493331182977}]","[{'1D': 0}, {'7D': 76.92307692307693}, {'30D': 78.57142857142857}]","[{'1D': 0}, {'7D': 13}, {'30D': 28}]","[{'1D': 7.188526041666666}, {'7D': 7.188526041666666}, {'30D': 7.188526041666666}]"
BbS7e412soMUG4HBrJuhmXRcYxiaj5ereVwKayHCNCnU,"[{'1D': 0}, {'7D': 70.67663245956305}, {'30D': 2872.7473784661292}]","[{'1D': 0}, {'7D': 0}, {'30D': -112.20810862896819}]","[{'1D': 0}, {'7D': 70.67663245956305}, {'30D': 2760.539269837161}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 69.4272139349566}]","[{'1D': 0}, {'7D': 87.22184057343536}, {'30D': 36.45432156734089}]","[{'1D': 0}, {'7D': 42.857142857142854}, {'30D': 60.86956521739131}]","[{'1D': 0}, {'7D': 7}, {'30D': 23}]","[{'1D': 0.07040849673202615}, {'7D': 0.07040849673202615}, {'30D': 0.07040849673202615}]"
9fyWjivPc52RC67Q1vuiPSTZvsLQSPrqTnjcQei2EPdP,"[{'1D': 0}, {'7D': 0}, {'30D': -46.046064069933955}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': -46.046064069933955}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': -100}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': 2}]","[{'1D': 0.0036507936507936506}, {'7D': 0.0036507936507936506}, {'30D': 0.0036507936507936506}]"
24J4vjL4A9pGmCnEGi24bx3eYZpbN2YGBG96vwZZxUux,"[{'1D': -93.52108632959998}, {'7D': -259.71233032260403}, {'30D': 9098.27491011224}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': -93.52108632959998}, {'7D': -259.71233032260403}, {'30D': 9098.27491011224}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': -100}, {'7D': -100}, {'30D': 71.944926558854}]","[{'1D': 0}, {'7D': 37.5}, {'30D': 50}]","[{'1D': 1}, {'7D': 8}, {'30D': 22}]","[{'1D': 0.12188034188034187}, {'7D': 0.12188034188034187}, {'30D': 0.12188034188034187}]"
CUaECAFiEAUKdpmmXPVQKPVVFEpqtkjn5sx77mwF9nyz,"[{'1D': 0}, {'7D': 793.3243239265399}, {'30D': 7557.732846469255}]","[{'1D': 0}, {'7D': -79.22114985189565}, {'30D': -79.22114985189565}]","[{'1D': 0}, {'7D': 714.1031740746442}, {'30D': 7478.511696617359}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 97.52696030025317}, {'30D': 97.52696030025317}]","[{'1D': 0}, {'7D': 63.28586610132469}, {'30D': 96.2649013756878}]","[{'1D': 0}, {'7D': 50}, {'30D': 78.26086956521739}]","[{'1D': 0}, {'7D': 2}, {'30D': 23}]","[{'1D': 6.7647870370370375}, {'7D': 6.7647870370370375}, {'30D': 6.7647870370370375}]"
5AgKA77qJefctBLZKiAm3ENiHRurhZkkxRYdmnZgebos,"[{'1D': 298.1389096317953}, {'7D': 4632.944978463623}, {'30D': 26911.017899512113}]","[{'1D': 0}, {'7D': 0}, {'30D': 15.21810510053254}]","[{'1D': 298.1389096317953}, {'7D': 4632.944978463623}, {'30D': 26926.236004612645}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 42.41984490016034}]","[{'1D': 68.82102223841123}, {'7D': 12.561563474357051}, {'30D': 78.80994993481252}]","[{'1D': 75}, {'7D': 83.33333333333334}, {'30D': 87.5}]","[{'1D': 4}, {'7D': 30}, {'30D': 64}]","[{'1D': 1.7471489898989898}, {'7D': 1.7471489898989898}, {'30D': 1.7471489898989898}]"
96JBEVe3ECZ48RmvDGvvozjyUKZd6uqsvARrAd5uvKoz,"[{'1D': 0}, {'7D': 573.4605702823451}, {'30D': 10075.118834402405}]","[{'1D': 0}, {'7D': 2.271881759411327e-06}, {'30D': -346.4026943791001}]","[{'1D': 0}, {'7D': 573.4605725542269}, {'30D': 9728.716140023305}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 14.446503997985637}, {'30D': 99.99999753158119}]","[{'1D': 0}, {'7D': 38.826887344800745}, {'30D': 81.42933832346532}]","[{'1D': 0}, {'7D': 100}, {'30D': 71.42857142857143}]","[{'1D': 0}, {'7D': 5}, {'30D': 21}]","[{'1D': 19.579078726968174}, {'7D': 19.579078726968174}, {'30D': 19.579078726968174}]"
E7Vpwi8ys3iRf2gyVtXLxA8K2CxrtCR2bD2igzR4gWWa,"[{'1D': 0}, {'7D': 115.26539246669569}, {'30D': 3901.879934510586}]","[{'1D': 0}, {'7D': 0}, {'30D': 25.78468315121539}]","[{'1D': 0}, {'7D': 115.26539246669569}, {'30D': 3927.6646176618015}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 44.53148591026862}]","[{'1D': 0}, {'7D': 74.76169511581121}, {'30D': 85.07896857048294}]","[{'1D': 0}, {'7D': 60}, {'30D': 72.72727272727273}]","[{'1D': 0}, {'7D': 5}, {'30D': 22}]","[{'1D': 0.06799283154121864}, {'7D': 0.06799283154121864}, {'30D': 0.06799283154121864}]"
47eS2U1tVVqJBtj8oU2f5Nk7ydxKWn6bHRQULfgC29oy,"[{'1D': 0}, {'7D': 649.632727119382}, {'30D': 4369.5354931723905}]","[{'1D': 0}, {'7D': 0}, {'30D': -167.06912688178505}]","[{'1D': 0}, {'7D': 649.632727119382}, {'30D': 4202.466366290605}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 94.72112874576769}]","[{'1D': 0}, {'7D': 6.989798651148588}, {'30D': 91.05984527148952}]","[{'1D': 0}, {'7D': 50}, {'30D': 64}]","[{'1D': 0}, {'7D': 8}, {'30D': 25}]","[{'1D': 0.07628787878787878}, {'7D': 0.07628787878787878}, {'30D': 0.07628787878787878}]"
AtzQ5SKksBn1qmXrcyYupAu6ee9QuNHwPkjMugZkUAhT,"[{'1D': 173.50028774882898}, {'7D': 5756.629743448316}, {'30D': 17894.659376075433}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 173.50028774882898}, {'7D': 5756.629743448316}, {'30D': 17894.659376075433}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 72.78113042475084}, {'7D': 28.298519557212458}, {'30D': 65.3702040435513}]","[{'1D': 75}, {'7D': 86.36363636363636}, {'30D': 90.19607843137256}]","[{'1D': 4}, {'7D': 22}, {'30D': 51}]","[{'1D': 0.5779098915989159}, {'7D': 0.5779098915989159}, {'30D': 0.5779098915989159}]"
9tYbmUiSc7YQnmfwPCK4vmaADKUA6tZf1RgD12iukt6a,"[{'1D': 0}, {'7D': 20394.481834205726}, {'30D': 26744.75503593166}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 20394.481834205726}, {'30D': 26744.75503593166}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 575.0684336834942}, {'30D': 52.08147847941332}]","[{'1D': 0}, {'7D': 70}, {'30D': 66.19718309859155}]","[{'1D': 0}, {'7D': 20}, {'30D': 71}]","[{'1D': 0.7402836879432625}, {'7D': 0.7402836879432625}, {'30D': 0.7402836879432625}]"
3HcE13Tk68jARMXyckdL4Zh2ajHHq6tiAxbLtZuTdHgP,"[{'1D': 0}, {'7D': 247.34734530362044}, {'30D': 12724.636123371632}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 247.34734530362044}, {'30D': 12724.636123371632}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 95.29197529121458}, {'30D': 85.1665625000723}]","[{'1D': 0}, {'7D': 70.58823529411765}, {'30D': 79.16666666666666}]","[{'1D': 0}, {'7D': 17}, {'30D': 24}]","[{'1D': 7.827458407605466}, {'7D': 7.827458407605466}, {'30D': 7.827458407605466}]"
HQrvC7SxjxE2UgCTZEmkpLJppk1njtVKVyKZh97AXqru,"[{'1D': 0}, {'7D': 674.5475115250867}, {'30D': 3449.928715325595}]","[{'1D': 0}, {'7D': -126.86000069182239}, {'30D': -293.70707539793744}]","[{'1D': 0}, {'7D': 547.6875108332644}, {'30D': 3156.2216399276576}]","[{'1D': ['realized_roi']}, {'7D': ['realized_roi']}, {'30D': ['realized_roi']}]","[{'1D': 0}, {'7D': 63.634904739171326}, {'30D': 78.16846812600801}]","[{'1D': 0}, {'7D': 1.663420126067696}, {'30D': 64.4003551514934}]","[{'1D': 0}, {'7D': 42.857142857142854}, {'30D': 59.09090909090909}]","[{'1D': 0}, {'7D': 7}, {'30D': 22}]","[{'1D': 0.07283854166666666}, {'7D': 0.07283854166666666}, {'30D': 0.07283854166666666}]"
